State,County Name,Grocery 2009,Convenience 2009,Fast Food Restaurants 2009,Adult Diabetes % 2009,Adult Obsesity % 2009,Median Household Income 2009,Limited Access Population% 2009,Limited Access Population 2009,Population 2009,Grocery 2014,Convenience 2014,Fast Food Restaurants 2014,Adult Diabetes 2014,Adult Obesity 2014,Median Household Income 2014,Limited Access % 2014,Limited Access 2014,Population 2014,FF per capita 2009,FF per capita 2014,% change FF Per Capita,Grocery per capita 2009,Grocery per capita 2014,% change in grocery per capita,% change in Access,% Change in Obesity,% change in income
KY,Trigg,4,5,9,11.8,33.8,42387,12%,1747,"14,339",3,8,6,13.8,33.4,45106,13%,1852,"14,142",0.000627659,0.000424268,-32%,0.000278959,0.000212134,-24%,8%,-1%,6%
IA,Ida,2,6,3,8.6,27.3,47035,1%,75,"7,089",3,5,2,10.1,28.2,53804,1%,75,"6,994",0.000423191,0.000285959,-32%,0.000282127,0.000428939,52%,0%,3%,14%
NE,Merrick,2,7,6,9.6,34.6,43244,39%,3076,"7,845",2,7,4,11.1,32.6,51219,38%,2948,"7,761",0.000764818,0.000515398,-33%,0.000254939,0.000257699,1%,-3%,-6%,18%
IL,Menard,2,6,3,8.8,26.6,58075,3%,351,"12,705",3,4,2,10.2,28.3,64706,3%,351,"12,578",0.000236128,0.000159008,-33%,0.000157418,0.000238512,52%,0%,6%,11%
TX,Menard,2,6,3,8.8,26.6,58075,3%,351,"12,705",3,4,2,10.2,28.3,64706,3%,351,"12,578",0.000236128,0.000159008,-33%,0.000157418,0.000238512,52%,0%,6%,11%
KY,Metcalfe,2,6,3,12.5,35.1,28538,1%,80,"10,099",1,4,2,15.7,33.8,32654,1%,79,"10,009",0.000297059,0.00019982,-33%,0.000198039,9.99101E-05,-50%,0%,-4%,14%
OK,Washita,3,10,3,10.6,27.9,40523,41%,4823,"11,629",2,13,2,12.6,40.6,49606,39%,4516,"11,588",0.000257976,0.000172592,-33%,0.000257976,0.000172592,-33%,-5%,46%,22%
AL,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
AR,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
FL,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
GA,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
IL,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
IN,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
IA,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
KS,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
KY,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
MS,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
MO,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
OH,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
OR,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
SC,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
TN,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
TX,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
WV,Marion,5,18,26,12.3,32.7,32080,2%,538,"30,776",3,24,17,18.7,35.5,34977,6%,1929,"30,250",0.000844814,0.000561983,-33%,0.000162464,9.91736E-05,-39%,200%,9%,9%
MT,Pondera,2,5,3,8.7,28.8,35091,45%,2790,"6,153",2,3,2,10.4,29.4,41168,45%,2790,"6,181",0.000487567,0.000323572,-34%,0.000325045,0.000323572,0%,0%,2%,17%
VA,Amelia,2,8,6,11,32.6,49057,15%,1855,"12,690",1,8,4,11.8,29,53078,16%,2089,"12,764",0.000472813,0.000313381,-34%,0.000157604,7.83453E-05,-50%,7%,-11%,8%
AR,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
IN,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
KS,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
KY,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
LA,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
MN,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
NE,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
NM,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
ND,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
OK,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
OR,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
SD,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
WA,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
WV,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
WI,Grant,3,8,9,10.1,35.8,45347,12%,2120,"17,853",2,11,6,11.1,38.3,47652,12%,2119,"18,059",0.000504117,0.000332244,-34%,0.000168039,0.000110748,-34%,0%,7%,5%
GA,Early,5,11,8,14,30.1,30572,10%,1070,"11,008",4,15,5,15.6,31.5,31935,10%,1114,"10,448",0.000726744,0.00047856,-34%,0.000454215,0.000382848,-16%,0%,5%,4%
IN,Vermillion,5,9,11,12.7,30.8,42613,14%,2245,"16,212",3,12,7,14.3,33.1,44376,13%,2072,"15,684",0.00067851,0.000446315,-34%,0.000308414,0.000191278,-38%,-7%,7%,4%
AL,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
AR,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
IL,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
IN,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
KY,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
MS,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
MO,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
OH,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
PA,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
SD,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
TN,Lawrence,7,18,25,13.6,38.1,37365,4%,1349,"34,339",5,19,16,15.6,35.5,41771,5%,1648,"33,432",0.000728035,0.000478583,-34%,0.00020385,0.000149557,-27%,25%,-7%,12%
CO,Chaffee,7,19,25,5.6,16,42420,8%,1360,"17,809",7,18,17,6.4,20.5,50947,10%,1783,"18,448",0.001403785,0.000921509,-34%,0.00039306,0.000379445,-3%,25%,28%,20%
MO,Holt,2,7,5,11.2,30.5,39141,100%,4888,"4,912",2,7,3,11.5,32.5,42845,100%,4888,"4,518",0.001017915,0.000664011,-35%,0.000407166,0.000442674,9%,0%,7%,9%
NE,Holt,2,7,5,11.2,30.5,39141,100%,4888,"4,912",2,7,3,11.5,32.5,42845,100%,4888,"4,518",0.001017915,0.000664011,-35%,0.000407166,0.000442674,9%,0%,7%,9%
GA,Screven,3,13,8,13.4,30.9,30925,21%,3131,"14,593",3,13,5,13.6,33,35911,21%,3024,"14,029",0.000548208,0.000356405,-35%,0.000205578,0.000213843,4%,0%,7%,16%
GA,Schley,1,2,3,11.8,30.6,37761,1%,44,"5,010",1,4,2,12.6,30.4,41737,1%,28,"5,143",0.000598802,0.000388878,-35%,0.000199601,0.000194439,-3%,0%,-1%,11%
GA,Lanier,1,4,6,11.6,31.1,33430,5%,499,"10,078",1,5,4,11.4,33.2,37616,4%,399,"10,346",0.000595356,0.000386623,-35%,9.9226E-05,9.66557E-05,-3%,-20%,7%,13%
KY,Breathitt,5,8,8,15.8,39.8,28045,7%,926,"13,878",4,7,5,15.7,41.6,28196,15%,2068,"13,425",0.000576452,0.000372439,-35%,0.000360282,0.000297952,-17%,114%,5%,1%
WI,Price,6,13,8,10.4,32.1,41116,12%,1638,"14,159",4,9,5,12.3,34,44932,12%,1633,"13,700",0.000565012,0.000364964,-35%,0.000423759,0.000291971,-31%,0%,6%,9%
FL,Glades,1,4,3,12,34.9,39089,23%,2936,"12,884",0,6,2,13.8,33.1,40215,57%,7332,"13,439",0.000232847,0.000148821,-36%,7.76156E-05,0,-100%,148%,-5%,3%
SC,Edgefield,3,11,8,10.4,35.8,41501,6%,1675,"26,985",3,7,5,14.1,32.7,46430,9%,2310,"26,450",0.000296461,0.000189036,-36%,0.000111173,0.000113422,2%,50%,-9%,12%
MN,Fillmore,7,10,11,8.3,28.7,45476,3%,538,"20,866",4,12,7,8.5,25.1,52170,2%,456,"20,835",0.000527173,0.000335973,-36%,0.000335474,0.000191985,-43%,-33%,-13%,15%
NE,Fillmore,7,10,11,8.3,28.7,45476,3%,538,"20,866",4,12,7,8.5,25.1,52170,2%,456,"20,835",0.000527173,0.000335973,-36%,0.000335474,0.000191985,-43%,-33%,-13%,15%
AR,Phillips,9,9,12,15.2,39.3,26933,37%,8042,"21,757",7,11,7,16.7,45.5,28224,50%,10961,"19,938",0.000551547,0.000351088,-36%,0.00041366,0.000351088,-15%,35%,16%,5%
CO,Phillips,9,9,12,15.2,39.3,26933,37%,8042,"21,757",7,11,7,16.7,45.5,28224,50%,10961,"19,938",0.000551547,0.000351088,-36%,0.00041366,0.000351088,-15%,35%,16%,5%
KS,Phillips,9,9,12,15.2,39.3,26933,37%,8042,"21,757",7,11,7,16.7,45.5,28224,50%,10961,"19,938",0.000551547,0.000351088,-36%,0.00041366,0.000351088,-15%,35%,16%,5%
MT,Phillips,9,9,12,15.2,39.3,26933,37%,8042,"21,757",7,11,7,16.7,45.5,28224,50%,10961,"19,938",0.000551547,0.000351088,-36%,0.00041366,0.000351088,-15%,35%,16%,5%
AR,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
GA,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
IL,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
IN,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
WY,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
IA,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
KS,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
KY,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
MO,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
NE,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
TN,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
TX,Johnson,1,13,17,10.6,35.4,32326,9%,2319,"25,540",2,11,11,12.5,36.4,35877,6%,1503,"25,998",0.000665623,0.000423109,-36%,3.91543E-05,7.6929E-05,96%,-33%,3%,11%
FL,Gulf,3,9,11,10.9,29.8,39403,16%,2541,"15,863",4,6,7,11.1,30.9,41320,19%,2972,"15,936",0.000693438,0.000439257,-37%,0.000189119,0.000251004,33%,19%,4%,5%
CO,Archuleta,4,7,11,6,17,46165,23%,2741,"12,084",3,6,7,5.9,16.5,50361,30%,3601,"12,229",0.000910295,0.00057241,-37%,0.000331016,0.000245319,-26%,30%,-3%,9%
AR,Arkansas,5,10,18,13.1,36.1,38129,22%,4198,"19,019",4,16,11,12.9,33.8,41179,38%,7184,"18,502",0.000946422,0.00059453,-37%,0.000262895,0.000216193,-18%,73%,-6%,8%
CO,Park,4,6,8,5.6,18.6,66400,59%,9484,"16,206",4,6,5,6.7,20.5,63319,54%,8729,"16,296",0.000493644,0.000306824,-38%,0.000246822,0.000245459,-1%,-8%,10%,-5%
WY,Park,4,6,8,5.6,18.6,66400,59%,9484,"16,206",4,6,5,6.7,20.5,63319,54%,8729,"16,296",0.000493644,0.000306824,-38%,0.000246822,0.000245459,-1%,-8%,10%,-5%
MT,Park,4,6,8,5.6,18.6,66400,59%,9484,"16,206",4,6,5,6.7,20.5,63319,54%,8729,"16,296",0.000493644,0.000306824,-38%,0.000246822,0.000245459,-1%,-8%,10%,-5%
ID,Lemhi,6,7,5,9.7,23.6,34757,42%,3310,"7,936",6,7,3,12.1,26.8,40087,37%,2926,"7,732",0.00063004,0.000387998,-38%,0.000756048,0.000775996,3%,-12%,14%,15%
WY,Sublette,3,9,5,5.8,26.5,73855,20%,2054,"10,247",3,7,3,6.9,23.5,77581,19%,1943,"10,019",0.000487948,0.000299431,-39%,0.000292769,0.000299431,2%,-5%,-11%,5%
IA,Louisa,4,6,5,8,34,50301,1%,137,"11,387",3,6,3,9.8,37.4,53197,1%,130,"11,222",0.000439097,0.000267332,-39%,0.000351278,0.000267332,-24%,0%,10%,6%
VA,Louisa,4,6,5,8,34,50301,1%,137,"11,387",3,6,3,9.8,37.4,53197,1%,130,"11,222",0.000439097,0.000267332,-39%,0.000351278,0.000267332,-24%,0%,10%,6%
ND,Walsh,7,7,5,8.6,32.6,46938,18%,2050,"11,119",4,5,3,9.5,32.2,51749,18%,2050,"10,963",0.000449681,0.000273648,-39%,0.000629553,0.000364864,-42%,0%,-1%,10%
AZ,Greenlee,1,7,3,9.4,35.8,49592,71%,5957,"8,437",2,6,2,10.7,34.7,58854,70%,5896,"9,315",0.000355577,0.000214707,-40%,0.000118526,0.000214707,81%,-1%,-3%,19%
VA,Dickenson,5,11,7,11,31.3,32955,0%,30,"15,903",3,12,4,10.4,35.1,32620,0%,0,"15,281",0.000440169,0.000261763,-41%,0.000314406,0.000196322,-38%,0%,12%,-1%
VA,Powhatan,3,14,10,9.2,27.5,70025,9%,2645,"28,046",4,13,6,10.7,30,77761,10%,2701,"28,477",0.000356557,0.000210696,-41%,0.000106967,0.000140464,31%,11%,9%,11%
MN,Kanabec,1,6,7,8.8,28.8,42737,3%,464,"16,239",1,7,4,10.2,29.9,48907,7%,1184,"15,937",0.000431061,0.000250988,-42%,6.15801E-05,6.27471E-05,2%,133%,4%,14%
ND,McKenzie,2,4,1,9.8,33.6,51641,45%,2862,"6,360",2,5,1,9.5,32.8,82906,37%,2346,"10,960",0.000157233,9.12409E-05,-42%,0.000314465,0.000182482,-42%,-18%,-2%,61%
AR,Fulton,1,5,7,11.8,30.7,30191,19%,2320,"12,245",1,6,4,15.6,32.9,34717,19%,2343,"12,130",0.000571662,0.000329761,-42%,8.1666E-05,8.24402E-05,1%,0%,7%,15%
GA,Fulton,1,5,7,11.8,30.7,30191,19%,2320,"12,245",1,6,4,15.6,32.9,34717,19%,2343,"12,130",0.000571662,0.000329761,-42%,8.1666E-05,8.24402E-05,1%,0%,7%,15%
IL,Fulton,1,5,7,11.8,30.7,30191,19%,2320,"12,245",1,6,4,15.6,32.9,34717,19%,2343,"12,130",0.000571662,0.000329761,-42%,8.1666E-05,8.24402E-05,1%,0%,7%,15%
IN,Fulton,1,5,7,11.8,30.7,30191,19%,2320,"12,245",1,6,4,15.6,32.9,34717,19%,2343,"12,130",0.000571662,0.000329761,-42%,8.1666E-05,8.24402E-05,1%,0%,7%,15%
KY,Fulton,1,5,7,11.8,30.7,30191,19%,2320,"12,245",1,6,4,15.6,32.9,34717,19%,2343,"12,130",0.000571662,0.000329761,-42%,8.1666E-05,8.24402E-05,1%,0%,7%,15%
NY,Fulton,1,5,7,11.8,30.7,30191,19%,2320,"12,245",1,6,4,15.6,32.9,34717,19%,2343,"12,130",0.000571662,0.000329761,-42%,8.1666E-05,8.24402E-05,1%,0%,7%,15%
OH,Fulton,1,5,7,11.8,30.7,30191,19%,2320,"12,245",1,6,4,15.6,32.9,34717,19%,2343,"12,130",0.000571662,0.000329761,-42%,8.1666E-05,8.24402E-05,1%,0%,7%,15%
PA,Fulton,1,5,7,11.8,30.7,30191,19%,2320,"12,245",1,6,4,15.6,32.9,34717,19%,2343,"12,130",0.000571662,0.000329761,-42%,8.1666E-05,8.24402E-05,1%,0%,7%,15%
MO,Andrew,3,12,7,9.6,31.4,53150,16%,2733,"17,291",3,7,4,9.9,29.3,58675,11%,1830,"17,335",0.000404835,0.000230747,-43%,0.000173501,0.00017306,0%,-31%,-7%,10%
CO,Bent,2,3,2,5.6,24.6,33702,26%,1670,"6,499",2,4,1,7,26.5,36630,26%,1681,"5,780",0.00030774,0.00017301,-44%,0.00030774,0.000346021,12%,0%,8%,9%
SD,Roberts,4,7,7,11.3,36.4,39057,43%,4390,"10,149",4,6,4,12,32,42744,27%,2750,"10,327",0.000689723,0.000387334,-44%,0.000394128,0.000387334,-2%,-37%,-12%,9%
TX,Roberts,4,7,7,11.3,36.4,39057,43%,4390,"10,149",4,6,4,12,32,42744,27%,2750,"10,327",0.000689723,0.000387334,-44%,0.000394128,0.000387334,-2%,-37%,-12%,9%
AL,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
AR,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
IL,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
IN,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
KY,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
MS,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
MO,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
OH,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
PA,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
TN,Perry,5,8,2,19.8,40.2,24742,9%,972,"10,591",4,6,1,21.7,43,26218,8%,882,"9,842",0.00018884,0.000101605,-46%,0.000472099,0.000406421,-14%,-11%,7%,6%
KS,Greenwood,5,4,2,9.9,34,35146,43%,2872,"6,689",3,4,1,12.8,32.7,41168,46%,3107,"6,308",0.000298998,0.000158529,-47%,0.000747496,0.000475587,-36%,7%,-4%,17%
SC,Greenwood,5,4,2,9.9,34,35146,43%,2872,"6,689",3,4,1,12.8,32.7,41168,46%,3107,"6,308",0.000298998,0.000158529,-47%,0.000747496,0.000475587,-36%,7%,-4%,17%
TX,Cottle,1,3,2,12.1,28.9,31892,9%,140,"1,505",1,2,1,12.3,27.4,35602,100%,1504,"1,432",0.001328904,0.000698324,-47%,0.000664452,0.000698324,5%,1011%,-5%,12%
SD,Haakon,1,5,2,9.9,30.1,38900,41%,801,"1,937",1,4,1,10.3,30.1,50221,41%,801,"1,847",0.001032525,0.000541419,-48%,0.000516262,0.000541419,5%,0%,0%,29%
ND,Griggs,0,1,2,9.3,28.2,42126,33%,794,"2,420",1,2,1,10.2,26.9,47222,33%,794,"2,311",0.000826446,0.000432713,-48%,0,0.000432713,#DIV/0!,0%,-5%,12%
WV,Mingo,6,13,12,12.8,31.8,31915,1%,271,"26,839",5,14,6,13.2,40.3,31742,5%,1389,"25,691",0.000447111,0.000233545,-48%,0.000223555,0.000194621,-13%,400%,27%,-1%
CO,Baca,2,3,2,7.8,22.7,33086,25%,955,"3,788",1,2,1,7.6,19.4,35405,25%,955,"3,630",0.000527983,0.000275482,-48%,0.000527983,0.000275482,-48%,0%,-15%,7%
OK,Pushmataha,5,9,8,12.9,30.5,30070,25%,2890,"11,572",4,8,4,16.8,30.3,34910,44%,5048,"11,108",0.000691324,0.000360101,-48%,0.000432077,0.000360101,-17%,76%,-1%,16%
VA,Lunenburg,3,5,4,13.2,34,35260,0%,5,"12,914",5,10,2,13.2,27.5,38941,0%,7,"12,483",0.000309741,0.000160218,-48%,0.000232306,0.000400545,72%,0%,-19%,10%
AR,Cleveland,2,5,2,12.1,32.7,40402,25%,2129,"8,689",1,5,1,13,35.7,44123,21%,1839,"8,410",0.000230176,0.000118906,-48%,0.000230176,0.000118906,-48%,-16%,9%,9%
