State,County Name,Grocery 2009,Convenience 2009,Fast Food Restaurants 2009,Adult Diabetes % 2009,Adult Obsesity % 2009,Median Household Income 2009,Limited Access Population% 2009,Limited Access Population 2009,Population 2009,Grocery 2014,Convenience 2014,Fast Food Restaurants 2014,Adult Diabetes 2014,Adult Obesity 2014,Median Household Income 2014,Limited Access % 2014,Limited Access 2014,Population 2014,FF per capita 2009,FF per capita 2014,% change FF Per Capita,Grocery per capita 2009,Grocery per capita 2014,% change in grocery per capita,% change in Access,% Change in Obesity,% change in income
KY,Adair,3,7,4,10.5,30.6,45540,8%,605,"7,682",2,8,3,11.6,32.4,51531,6%,490,"7,416",0.000520698,0.000404531,-22%,0.000390523,0.000269687,-31%,-25%,6%,13%
MO,Adair,3,7,4,10.5,30.6,45540,8%,605,"7,682",2,8,3,11.6,32.4,51531,6%,490,"7,416",0.000520698,0.000404531,-22%,0.000390523,0.000269687,-31%,-25%,6%,13%
OK,Adair,3,7,4,10.5,30.6,45540,8%,605,"7,682",2,8,3,11.6,32.4,51531,6%,490,"7,416",0.000520698,0.000404531,-22%,0.000390523,0.000269687,-31%,-25%,6%,13%
IA,Iowa,4,12,9,8.4,28.9,52592,13%,2054,"16,355",6,13,7,8.7,30.7,63185,16%,2591,"16,378",0.00055029,0.000427403,-22%,0.000244574,0.000366345,50%,23%,6%,20%
WI,Iowa,4,12,9,8.4,28.9,52592,13%,2054,"16,355",6,13,7,8.7,30.7,63185,16%,2591,"16,378",0.00055029,0.000427403,-22%,0.000244574,0.000366345,50%,23%,6%,20%
TX,Baylor,1,5,4,11.6,27.3,32111,12%,456,"3,726",1,5,3,12.2,28.1,38231,12%,456,"3,600",0.001073537,0.000833333,-22%,0.000268384,0.000277778,4%,0%,3%,19%
IA,Wapello,7,22,30,10.1,29.2,38569,28%,9882,"35,625",6,23,23,12.8,35.6,44738,44%,15751,"35,244",0.000842105,0.000652593,-23%,0.000196491,0.000170242,-13%,57%,22%,16%
KS,Seward,2,4,14,7.2,36,43449,43%,9959,"22,952",3,4,11,8.3,38.6,45807,5%,1230,"23,299",0.000609969,0.000472123,-23%,8.71384E-05,0.000128761,48%,-88%,7%,5%
NE,Seward,2,4,14,7.2,36,43449,43%,9959,"22,952",3,4,11,8.3,38.6,45807,5%,1230,"23,299",0.000609969,0.000472123,-23%,8.71384E-05,0.000128761,48%,-88%,7%,5%
GA,Jasper,2,8,4,11.6,29.2,43443,7%,916,"13,900",3,5,3,12.6,29.3,46398,23%,3165,"13,469",0.00028777,0.000222734,-23%,0.000143885,0.000222734,55%,229%,0%,7%
IL,Jasper,2,8,4,11.6,29.2,43443,7%,916,"13,900",3,5,3,12.6,29.3,46398,23%,3165,"13,469",0.00028777,0.000222734,-23%,0.000143885,0.000222734,55%,229%,0%,7%
IN,Jasper,2,8,4,11.6,29.2,43443,7%,916,"13,900",3,5,3,12.6,29.3,46398,23%,3165,"13,469",0.00028777,0.000222734,-23%,0.000143885,0.000222734,55%,229%,0%,7%
IA,Jasper,2,8,4,11.6,29.2,43443,7%,916,"13,900",3,5,3,12.6,29.3,46398,23%,3165,"13,469",0.00028777,0.000222734,-23%,0.000143885,0.000222734,55%,229%,0%,7%
MS,Jasper,2,8,4,11.6,29.2,43443,7%,916,"13,900",3,5,3,12.6,29.3,46398,23%,3165,"13,469",0.00028777,0.000222734,-23%,0.000143885,0.000222734,55%,229%,0%,7%
MO,Jasper,2,8,4,11.6,29.2,43443,7%,916,"13,900",3,5,3,12.6,29.3,46398,23%,3165,"13,469",0.00028777,0.000222734,-23%,0.000143885,0.000222734,55%,229%,0%,7%
SC,Jasper,2,8,4,11.6,29.2,43443,7%,916,"13,900",3,5,3,12.6,29.3,46398,23%,3165,"13,469",0.00028777,0.000222734,-23%,0.000143885,0.000222734,55%,229%,0%,7%
TX,Jasper,2,8,4,11.6,29.2,43443,7%,916,"13,900",3,5,3,12.6,29.3,46398,23%,3165,"13,469",0.00028777,0.000222734,-23%,0.000143885,0.000222734,55%,229%,0%,7%
TX,Lamb,6,7,8,10.1,31.4,34251,4%,505,"13,977",6,8,6,10.2,31,41807,4%,498,"13,547",0.000572369,0.000442902,-23%,0.000429277,0.000442902,3%,0%,-1%,22%
ID,Clearwater,4,6,4,10,31.9,38124,22%,1929,"8,761",4,4,3,11.1,30.6,42630,18%,1545,"8,503",0.000456569,0.000352817,-23%,0.000456569,0.000470422,3%,-18%,-4%,12%
MN,Clearwater,4,6,4,10,31.9,38124,22%,1929,"8,761",4,4,3,11.1,30.6,42630,18%,1545,"8,503",0.000456569,0.000352817,-23%,0.000456569,0.000470422,3%,-18%,-4%,12%
SD,Tripp,3,5,4,11.9,36.4,36390,27%,1510,"5,644",3,5,3,10.7,30.7,48289,27%,1510,"5,485",0.000708717,0.000546946,-23%,0.000531538,0.000546946,3%,0%,-16%,33%
WY,Washakie,3,5,8,8.8,24.5,47831,11%,931,"8,533",2,5,6,12,27.7,56088,11%,931,"8,306",0.000937537,0.000722369,-23%,0.000351576,0.00024079,-32%,0%,13%,17%
KS,Bourbon,2,6,12,9.2,34.6,37192,21%,3179,"15,173",2,6,9,13,33.9,39609,21%,3155,"14,774",0.000790879,0.000609178,-23%,0.000131813,0.000135373,3%,0%,-2%,6%
KY,Bourbon,2,6,12,9.2,34.6,37192,21%,3179,"15,173",2,6,9,13,33.9,39609,21%,3155,"14,774",0.000790879,0.000609178,-23%,0.000131813,0.000135373,3%,0%,-2%,6%
SC,Chesterfield,11,27,25,12.7,34.8,32483,14%,6370,"46,734",12,25,19,14.8,34.8,36520,13%,6210,"46,124",0.000534942,0.000411933,-23%,0.000235375,0.000260168,11%,-7%,0%,12%
VA,Chesterfield,11,27,25,12.7,34.8,32483,14%,6370,"46,734",12,25,19,14.8,34.8,36520,13%,6210,"46,124",0.000534942,0.000411933,-23%,0.000235375,0.000260168,11%,-7%,0%,12%
GA,Bacon,3,10,9,10.6,31,31692,7%,788,"11,096",2,14,7,10.4,32.7,35431,12%,1370,"11,213",0.000811103,0.000624275,-23%,0.000270368,0.000178364,-34%,71%,5%,12%
CA,Plumas,9,11,14,8.9,24.1,41421,8%,1538,"20,007",10,14,10,9.8,23,46813,8%,1622,"18,573",0.000699755,0.000538416,-23%,0.000449843,0.000538416,20%,0%,-5%,13%
AL,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
GA,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
IL,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
IN,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
IA,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
KY,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
OH,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
PA,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
TN,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
TX,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
WV,Fayette,5,7,12,14.1,36.5,32643,3%,438,"17,241",5,8,9,15.1,33.7,37085,2%,407,"16,821",0.000696015,0.000535045,-23%,0.000290006,0.000297247,2%,-33%,-8%,14%
IA,Tama,4,13,8,9.6,25.7,48833,18%,3204,"17,767",5,12,6,9.9,31.3,59226,17%,3033,"17,405",0.000450273,0.000344729,-23%,0.000225136,0.000287274,28%,-6%,22%,21%
ID,Gem,1,6,13,8.7,30.5,40110,37%,6154,"16,719",1,7,10,9.9,28.5,44017,30%,5059,"16,807",0.000777558,0.00059499,-23%,5.98122E-05,5.9499E-05,-1%,-19%,-7%,10%
KS,Kingman,1,2,4,10.8,30.9,46574,33%,2622,"7,858",1,1,3,13.5,32.2,52907,34%,2668,"7,704",0.000509035,0.000389408,-24%,0.000127259,0.000129803,2%,3%,4%,14%
AL,Bullock,2,2,4,15.6,39.4,25969,37%,4090,"10,914",2,3,3,19.6,43,28251,38%,4142,"10,712",0.000366502,0.00028006,-24%,0.000183251,0.000186706,2%,3%,9%,9%
KS,Pawnee,2,2,4,10,34.1,42658,17%,1180,"6,973",1,2,3,12.8,30.3,47359,17%,1180,"6,849",0.000573641,0.00043802,-24%,0.000286821,0.000146007,-49%,0%,-11%,11%
NE,Pawnee,2,2,4,10,34.1,42658,17%,1180,"6,973",1,2,3,12.8,30.3,47359,17%,1180,"6,849",0.000573641,0.00043802,-24%,0.000286821,0.000146007,-49%,0%,-11%,11%
OK,Pawnee,2,2,4,10,34.1,42658,17%,1180,"6,973",1,2,3,12.8,30.3,47359,17%,1180,"6,849",0.000573641,0.00043802,-24%,0.000286821,0.000146007,-49%,0%,-11%,11%
IL,Cumberland,2,4,4,9.4,28.1,43448,1%,92,"11,048",3,5,3,11.1,27.8,51505,0%,0,"10,894",0.000362056,0.000275381,-24%,0.000181028,0.000275381,52%,-100%,-1%,19%
KY,Cumberland,2,4,4,9.4,28.1,43448,1%,92,"11,048",3,5,3,11.1,27.8,51505,0%,0,"10,894",0.000362056,0.000275381,-24%,0.000181028,0.000275381,52%,-100%,-1%,19%
ME,Cumberland,2,4,4,9.4,28.1,43448,1%,92,"11,048",3,5,3,11.1,27.8,51505,0%,0,"10,894",0.000362056,0.000275381,-24%,0.000181028,0.000275381,52%,-100%,-1%,19%
NJ,Cumberland,2,4,4,9.4,28.1,43448,1%,92,"11,048",3,5,3,11.1,27.8,51505,0%,0,"10,894",0.000362056,0.000275381,-24%,0.000181028,0.000275381,52%,-100%,-1%,19%
NC,Cumberland,2,4,4,9.4,28.1,43448,1%,92,"11,048",3,5,3,11.1,27.8,51505,0%,0,"10,894",0.000362056,0.000275381,-24%,0.000181028,0.000275381,52%,-100%,-1%,19%
PA,Cumberland,2,4,4,9.4,28.1,43448,1%,92,"11,048",3,5,3,11.1,27.8,51505,0%,0,"10,894",0.000362056,0.000275381,-24%,0.000181028,0.000275381,52%,-100%,-1%,19%
TN,Cumberland,2,4,4,9.4,28.1,43448,1%,92,"11,048",3,5,3,11.1,27.8,51505,0%,0,"10,894",0.000362056,0.000275381,-24%,0.000181028,0.000275381,52%,-100%,-1%,19%
VA,Cumberland,2,4,4,9.4,28.1,43448,1%,92,"11,048",3,5,3,11.1,27.8,51505,0%,0,"10,894",0.000362056,0.000275381,-24%,0.000181028,0.000275381,52%,-100%,-1%,19%
CA,Colusa,11,14,12,7.9,24.5,44981,8%,1771,"21,419",9,14,9,9.6,25.4,51118,8%,1771,"21,256",0.00056025,0.00042341,-24%,0.000513563,0.00042341,-18%,0%,4%,14%
KY,Casey,8,13,4,13.7,36.2,26612,6%,968,"15,955",5,11,3,14.4,36.4,33576,4%,704,"15,837",0.000250705,0.00018943,-24%,0.00050141,0.000315716,-37%,-33%,1%,26%
WY,Weston,4,3,4,7.4,28.8,48653,17%,1240,"7,208",4,4,3,10,29.2,60986,17%,1237,"7,179",0.000554939,0.000417885,-25%,0.000554939,0.000557181,0%,0%,1%,25%
KS,Rooks,3,3,4,11,30,38487,14%,750,"5,181",4,3,3,10.5,32.8,45309,14%,750,"5,173",0.000772052,0.000579934,-25%,0.000579039,0.000773246,34%,0%,9%,18%
SC,Georgetown,16,40,49,13.2,35.1,38340,23%,13915,"60,158",16,45,37,14.4,30.8,44395,21%,12375,"60,729",0.000814522,0.000609264,-25%,0.000265966,0.000263466,-1%,-9%,-12%,16%
WY,Crook,6,11,12,9.4,27.6,39867,14%,2962,"20,978",4,11,9,12.5,25.7,45046,17%,3539,"21,036",0.000572028,0.000427838,-25%,0.000286014,0.00019015,-34%,21%,-7%,13%
OR,Crook,6,11,12,9.4,27.6,39867,14%,2962,"20,978",4,11,9,12.5,25.7,45046,17%,3539,"21,036",0.000572028,0.000427838,-25%,0.000286014,0.00019015,-34%,21%,-7%,13%
OR,Klamath,14,30,49,8.5,26.5,37370,33%,22196,"66,380",18,31,36,10.8,29.9,42384,37%,24263,"65,475",0.000738174,0.000549828,-26%,0.000210907,0.000274914,30%,12%,13%,13%
LA,Avoyelles,14,32,22,11.9,37.1,31523,21%,8825,"42,073",10,34,16,14.2,37,34803,19%,7985,"41,147",0.000522901,0.00038885,-26%,0.000332755,0.000243031,-27%,-10%,0%,10%
MN,Nobles,5,9,12,9.7,27,44777,41%,8836,"21,378",7,10,9,7.8,28.8,50100,30%,6356,"21,622",0.000561325,0.000416243,-26%,0.000233885,0.000323744,38%,-27%,7%,12%
IL,Massac,3,6,7,10.2,31.5,39636,13%,1943,"15,429",2,5,5,11.2,30.7,41548,10%,1525,"14,881",0.000453691,0.000335999,-26%,0.000194439,0.0001344,-31%,-23%,-3%,5%
IL,Mason,5,8,10,9.2,30.8,42529,7%,1035,"14,666",2,8,7,11.1,31.7,43743,31%,4563,"13,920",0.000681849,0.000502874,-26%,0.000340925,0.000143678,-58%,343%,3%,3%
KY,Mason,5,8,10,9.2,30.8,42529,7%,1035,"14,666",2,8,7,11.1,31.7,43743,31%,4563,"13,920",0.000681849,0.000502874,-26%,0.000340925,0.000143678,-58%,343%,3%,3%
MI,Mason,5,8,10,9.2,30.8,42529,7%,1035,"14,666",2,8,7,11.1,31.7,43743,31%,4563,"13,920",0.000681849,0.000502874,-26%,0.000340925,0.000143678,-58%,343%,3%,3%
TX,Mason,5,8,10,9.2,30.8,42529,7%,1035,"14,666",2,8,7,11.1,31.7,43743,31%,4563,"13,920",0.000681849,0.000502874,-26%,0.000340925,0.000143678,-58%,343%,3%,3%
WA,Mason,5,8,10,9.2,30.8,42529,7%,1035,"14,666",2,8,7,11.1,31.7,43743,31%,4563,"13,920",0.000681849,0.000502874,-26%,0.000340925,0.000143678,-58%,343%,3%,3%
WV,Mason,5,8,10,9.2,30.8,42529,7%,1035,"14,666",2,8,7,11.1,31.7,43743,31%,4563,"13,920",0.000681849,0.000502874,-26%,0.000340925,0.000143678,-58%,343%,3%,3%
IA,Guthrie,3,10,7,8.5,30.4,48064,11%,1229,"10,954",4,9,5,9.4,35.9,54719,11%,1235,"10,710",0.000639036,0.000466853,-27%,0.000273873,0.000373483,36%,0%,18%,14%
AL,Bibb,6,19,7,11.8,34,35472,5%,1045,"22,915",5,15,5,14.8,40.3,40767,4%,969,"22,511",0.000305477,0.000222114,-27%,0.000261837,0.000222114,-15%,-20%,19%,15%
GA,Bibb,6,19,7,11.8,34,35472,5%,1045,"22,915",5,15,5,14.8,40.3,40767,4%,969,"22,511",0.000305477,0.000222114,-27%,0.000261837,0.000222114,-15%,-20%,19%,15%
MT,Ravalli,12,18,23,6.7,21.2,39409,5%,1846,"40,212",12,14,17,8.9,23.3,48468,5%,1830,"40,905",0.000571969,0.000415597,-27%,0.000298418,0.000293363,-2%,0%,10%,23%
WI,Washburn,6,13,7,11.2,30.7,38474,20%,3128,"15,911",6,10,5,10.5,30.8,45043,18%,2822,"15,701",0.000439947,0.000318451,-28%,0.000377098,0.000382141,1%,-10%,0%,17%
MN,Redwood,5,7,10,8.8,29.4,46906,44%,7077,"16,059",6,6,7,9.1,32.6,48520,43%,6929,"15,542",0.000622704,0.000450392,-28%,0.000311352,0.000386051,24%,-2%,11%,3%
IN,Fountain,4,9,10,11.5,29.2,43947,4%,643,"17,240",4,10,7,13.9,29.8,51108,19%,3224,"16,704",0.000580046,0.000419061,-28%,0.000232019,0.000239464,3%,375%,2%,16%
TX,Goliad,1,5,4,11.1,29.2,42646,37%,2670,"7,210",1,5,3,11.9,29.2,52612,37%,2654,"7,496",0.000554785,0.000400213,-28%,0.000138696,0.000133404,-4%,0%,0%,23%
MT,Granite,2,3,4,7.7,23,36448,64%,1958,"3,079",3,1,3,9.1,29,43470,22%,675,"3,213",0.001299123,0.000933707,-28%,0.000649562,0.000933707,44%,-66%,26%,19%
ID,Camas,1,0,3,8.2,26.3,46483,100%,1117,"1,117",1,0,2,9.4,25.7,46203,100%,1117,"1,037",0.002685765,0.00192864,-28%,0.000895255,0.00096432,8%,0%,-2%,-1%
IN,Wells,3,9,18,10,31.9,45492,11%,2936,"27,636",2,10,13,11.8,28.4,55987,9%,2544,"27,839",0.000651324,0.000466971,-28%,0.000108554,7.18417E-05,-34%,-18%,-11%,23%
ND,Wells,3,9,18,10,31.9,45492,11%,2936,"27,636",2,10,13,11.8,28.4,55987,9%,2544,"27,839",0.000651324,0.000466971,-28%,0.000108554,7.18417E-05,-34%,-18%,-11%,23%
OK,Woodward,4,18,17,10.3,31.3,48584,27%,5394,"20,081",2,16,13,11.5,38.6,60290,26%,5309,"21,453",0.000846571,0.000605976,-28%,0.000199193,9.32271E-05,-53%,-4%,23%,24%
GA,Wilkes,4,7,6,15.1,31,30451,31%,3241,"10,593",3,6,4,15.5,32.9,34031,19%,1964,"9,930",0.000566412,0.00040282,-29%,0.000377608,0.000302115,-20%,-39%,6%,12%
NC,Wilkes,4,7,6,15.1,31,30451,31%,3241,"10,593",3,6,4,15.5,32.9,34031,19%,1964,"9,930",0.000566412,0.00040282,-29%,0.000377608,0.000302115,-20%,-39%,6%,12%
TN,Hawkins,9,26,34,12.8,34.3,37164,23%,13279,"56,833",8,27,24,14.4,32.9,38708,20%,11434,"56,529",0.000598244,0.000424561,-29%,0.000158359,0.00014152,-11%,-13%,-4%,4%
TX,Culberson,1,4,3,10.6,28.3,30666,8%,187,"2,398",1,6,2,10,27.6,35192,8%,186,"2,260",0.001251043,0.000884956,-29%,0.000417014,0.000442478,6%,0%,-2%,15%
ID,Bingham,7,13,20,11.5,33.9,43571,21%,9352,"45,607",5,18,14,9.9,33.3,49644,20%,9323,"45,191",0.000438529,0.000309796,-29%,0.000153485,0.000110641,-28%,-5%,-2%,14%
ID,Teton,1,5,7,6.5,24.9,52272,9%,906,"10,170",2,4,5,6,24.1,58013,9%,906,"10,300",0.000688299,0.000485437,-29%,9.83284E-05,0.000194175,97%,0%,-3%,11%
WY,Teton,1,5,7,6.5,24.9,52272,9%,906,"10,170",2,4,5,6,24.1,58013,9%,906,"10,300",0.000688299,0.000485437,-29%,9.83284E-05,0.000194175,97%,0%,-3%,11%
MT,Teton,1,5,7,6.5,24.9,52272,9%,906,"10,170",2,4,5,6,24.1,58013,9%,906,"10,300",0.000688299,0.000485437,-29%,9.83284E-05,0.000194175,97%,0%,-3%,11%
SD,Brule,2,9,7,8,34.5,42604,35%,1820,"5,255",2,7,5,10.1,34.4,50604,31%,1649,"5,326",0.001332065,0.000938791,-30%,0.00038059,0.000375516,-1%,-11%,0%,19%
IA,Poweshiek,5,15,13,9,30.5,48929,19%,3582,"18,914",5,13,9,10.5,32.1,52861,19%,3582,"18,667",0.000687322,0.000482134,-30%,0.000264354,0.000267852,1%,0%,5%,8%
MI,Montmorency,4,8,3,12.4,31.6,33294,4%,365,"9,765",3,6,2,12.5,28.9,37153,4%,377,"9,293",0.00030722,0.000215216,-30%,0.000409626,0.000322824,-21%,0%,-9%,12%
CA,Trinity,7,12,15,10.4,23.6,35207,17%,2318,"13,786",10,7,10,10.1,25.1,37669,17%,2390,"13,121",0.00108806,0.000762137,-30%,0.000507761,0.000762137,50%,0%,6%,7%
TX,Trinity,7,12,15,10.4,23.6,35207,17%,2318,"13,786",10,7,10,10.1,25.1,37669,17%,2390,"13,121",0.00108806,0.000762137,-30%,0.000507761,0.000762137,50%,0%,6%,7%
SC,Clarendon,6,35,22,14.5,36.5,30913,5%,1667,"34,971",6,29,15,17.2,42.3,34654,5%,1767,"34,082",0.000629093,0.000440115,-30%,0.000171571,0.000176046,3%,0%,16%,12%
TX,Lampasas,2,10,14,9.6,30.4,47772,20%,4015,"19,677",1,14,10,10.2,28.2,50985,20%,4015,"20,204",0.000711491,0.000494951,-30%,0.000101642,4.94951E-05,-51%,0%,-7%,7%
KS,Republic,2,4,3,11.8,32,38331,26%,1275,"4,980",2,3,2,10.8,30.9,44593,26%,1275,"4,776",0.00060241,0.00041876,-30%,0.000401606,0.00041876,4%,0%,-3%,16%
TX,Terry,1,6,10,10.2,30.4,34495,37%,4707,"12,651",1,6,7,9.8,29.2,43357,37%,4703,"12,774",0.000790451,0.000547988,-31%,7.90451E-05,7.8284E-05,-1%,0%,-4%,26%
KY,Leslie,4,5,3,15.2,36.3,30597,4%,423,"11,310",3,7,2,16,43.2,28722,3%,351,"10,892",0.000265252,0.000183621,-31%,0.000353669,0.000275432,-22%,-25%,19%,-6%
ND,Emmons,4,2,3,11.3,31.7,36823,46%,1640,"3,550",4,2,2,11.3,30.9,46952,45%,1582,"3,425",0.00084507,0.000583942,-31%,0.001126761,0.001167883,4%,-2%,-3%,28%
ND,Cavalier,4,2,3,10.2,31.2,47456,36%,1455,"3,993",3,2,2,11.2,32.1,57200,36%,1455,"3,859",0.000751315,0.000518269,-31%,0.001001753,0.000777403,-22%,0%,3%,21%
ND,Dickey,4,3,3,9.8,29.1,42517,53%,2790,"5,289",4,2,2,11.2,33.4,56325,13%,673,"5,137",0.000567215,0.000389332,-31%,0.000756287,0.000778665,3%,-75%,15%,32%
PA,Forest,2,2,3,10.7,31.6,34736,1%,90,"7,716",2,4,2,11.3,32.1,37388,1%,105,"7,499",0.000388802,0.000266702,-31%,0.000259202,0.000266702,3%,0%,2%,8%
WI,Forest,2,2,3,10.7,31.6,34736,1%,90,"7,716",2,4,2,11.3,32.1,37388,1%,105,"7,499",0.000388802,0.000266702,-31%,0.000259202,0.000266702,3%,0%,2%,8%
IA,Sac,5,10,3,9.5,29,42888,20%,2045,"10,350",5,7,2,10.4,33,52506,36%,3736,"10,060",0.000289855,0.000198807,-31%,0.000483092,0.000497018,3%,80%,14%,22%
KY,Elliott,1,1,3,12.7,36.1,29335,0%,16,"7,852",1,3,2,13.2,33.7,30299,0%,5,"7,638",0.000382068,0.000261849,-31%,0.000127356,0.000130924,3%,0%,-7%,3%
TX,Shackelford,1,4,3,10.4,28.2,42685,15%,518,"3,378",1,4,2,10.4,28.3,51685,14%,486,"3,290",0.000888099,0.000607903,-32%,0.000296033,0.000303951,3%,-7%,0%,21%
IA,Mills,3,8,3,7.7,26,57359,9%,1304,"15,059",4,8,2,10.9,34.7,62507,10%,1565,"14,708",0.000199216,0.00013598,-32%,0.000199216,0.000271961,37%,11%,33%,9%
TX,Mills,3,8,3,7.7,26,57359,9%,1304,"15,059",4,8,2,10.9,34.7,62507,10%,1565,"14,708",0.000199216,0.00013598,-32%,0.000199216,0.000271961,37%,11%,33%,9%
KY,McCreary,6,15,9,13,32.4,24691,5%,866,"18,306",5,12,6,15.6,34.3,25655,2%,360,"17,892",0.000491642,0.000335345,-32%,0.000327761,0.000279455,-15%,-60%,6%,4%
ID,Caribou,3,4,3,8.3,24.4,49208,31%,2190,"6,963",3,3,2,10.5,27.5,57017,31%,2190,"6,819",0.000430849,0.000293298,-32%,0.000430849,0.000439947,2%,0%,13%,16%
MN,Sibley,4,8,6,8.1,30.1,47048,3%,498,"15,226",4,8,4,8.9,33.3,57052,2%,242,"14,912",0.000394063,0.00026824,-32%,0.000262709,0.00026824,2%,-33%,11%,21%
AR,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
FL,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
GA,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
IA,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
MN,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
MO,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
NE,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
NC,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
OR,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
TN,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
TX,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
WI,Polk,6,13,12,11.3,37.6,29938,37%,7612,"20,662",4,12,8,13.9,36.7,34723,38%,7940,"20,252",0.000580776,0.000395023,-32%,0.000290388,0.000197511,-32%,3%,-2%,16%
OK,Kingfisher,2,13,10,12,35.5,48255,15%,2274,"15,034",4,13,7,12.2,32.1,59462,12%,1813,"15,477",0.000665159,0.000452284,-32%,0.000133032,0.000258448,94%,-20%,-10%,23%
MT,McCone,1,1,3,7.9,26.3,39062,92%,1597,"1,734",1,1,2,9.4,23.8,44387,41%,714,"1,703",0.001730104,0.001174398,-32%,0.000576701,0.000587199,2%,-55%,-10%,14%
WA,Pacific,13,10,18,13.6,32.6,37832,33%,6891,"20,920",9,8,12,12.6,31.6,41088,34%,7101,"20,575",0.000860421,0.000583232,-32%,0.000621415,0.000437424,-30%,3%,-3%,9%
VA,Patrick,6,14,9,11.9,29.9,33678,5%,907,"18,490",2,16,6,12.5,30.9,37360,9%,1742,"18,228",0.00048675,0.000329164,-32%,0.0003245,0.000109721,-66%,80%,3%,11%
